semester,category,number,name,credit
1102,M,994105,東南亞多元議題,2.00
1102,M,994109,「女也」當代音樂敘事：從歐美到東南亞,3.00
1102,M,994111,東南亞「小語種」的多元面貌:,B102
1102,N,993062,全球環境變遷與永續發展,3.00
1102,N,994012,生態保育與綠色地圖,2.00
1102,N,994024,生態產業與個案分析,3.00
1102,N,994074,社區環境教育實作,3.00
1102,N,994001,攝影的生態關懷,3.00
1102,N,994020,永續能源、資源暨碳管理,3.00
1102,N,994027,綠色工法,3.00
1102,O,994017,鄉村生態旅遊,3.00
1102,O,994068,在地企業的創新營運,2.00
1102,O,994075,鄉鎮創新與永續發展,2.00
1102,O,994077,平埔文化保存與活化,3.00
1102,O,994078,水圳與環境踏查,3.00
1102,O,994086,R立方創新實作：永續生活設計實踐之路,3.00
1102,O,994112,地方紋理與空間設計,3.00
1102,O,994114,咖啡學：消費與文化,2.00
1102,O,994065,R立方創新實作-昆蟲博物館,3.00
1102,O,994071,地方達人-埔里的蝴蝶,1.00
1102,O,994076,地方達人：初探民宿經營實務,1.00
1102,O,994080,社區調查與方案設計,3.00
1102,O,994089,R立方創新實作:地方微型創業實務,3.00
1102,O,994113,地方書寫與展演實務,3.00
